run_dir,experiment_name,family,dataset,n_samples,k,generation_seed,seed_dataset,fc_enabled,fc_lower_percentile,fc_upper_percentile,question_id,question,gold_answer,majority_answer,eigenscore,correctness_score,is_correct,unique_generations,clip_fraction
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_19994,"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?",,Jaws.,-6.1832533343689615,,True,1,0.004998802681992337
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_19994,"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?",,Jaws.,-6.1832533343689615,,True,1,0.00940642959770115
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_20297,Who was the original drummer/singer with the Monkees pop group?,,Michael Nesmith.,-2.9400885477248404,,False,8,0.0014500995710784313
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_20297,Who was the original drummer/singer with the Monkees pop group?,,Michael Nesmith.,-3.0133949077590616,,False,8,0.002828967524509804
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_20297,Who was the original drummer/singer with the Monkees pop group?,,Michael Nesmith.,-3.278906115477703,,False,7,0.006171683517156862
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_20461,Prior to Andy Murray who was the last British player to contest a tennis Grand Slam singles final?,,Virginia Wade.,-2.46946734347886,,False,9,0.001988002232142857
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_20461,Prior to Andy Murray who was the last British player to contest a tennis Grand Slam singles final?,,Virginia Wade.,-2.501158134974504,,False,9,0.003687353847789116
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_20461,Prior to Andy Murray who was the last British player to contest a tennis Grand Slam singles final?,,Virginia Wade.,-2.501158134974504,,False,9,0.0077012250212585035
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_21789,"From 1791 to 1803, Toussaint L’Ouverture led a revolt against France on which island?",,Haiti.,-5.180449872097917,,True,3,0.002318070023148148
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_21789,"From 1791 to 1803, Toussaint L’Ouverture led a revolt against France on which island?",,Haiti.,-5.180449872097917,,True,3,0.004149486400462963
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_21789,"From 1791 to 1803, Toussaint L’Ouverture led a revolt against France on which island?",,Haiti.,-4.844867374454963,,True,4,0.008131872106481482
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_23291,Which team did Jose Mourinho manage to win the 2004 UEFA Champions League Final - beating Monaco 3-0?,,Porto.,-5.624509880442991,,True,2,0.0019041341145833333
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_23291,Which team did Jose Mourinho manage to win the 2004 UEFA Champions League Final - beating Monaco 3-0?,,Porto.,-5.656463274311205,,True,2,0.003607421875
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_23291,Which team did Jose Mourinho manage to win the 2004 UEFA Champions League Final - beating Monaco 3-0?,,Porto.,-5.624509880442991,,True,2,0.007898600260416666
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_25127,What is the five-letter name for Norway as used on its stamps?,,NORWAY.,-4.4965212998230815,,False,4,0.0011839148116438356
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_25127,What is the five-letter name for Norway as used on its stamps?,,NORWAY.,-4.4965212998230815,,False,4,0.0020993864155251143
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_25127,What is the five-letter name for Norway as used on its stamps?,,NORWAY.,-4.4965212998230815,,False,4,0.00467300763413242
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_25397,For which bank was Nick Leeson working at the time of his criminal dealings?,,Barings Bank.,-6.175039728381878,,True,1,0.0019097222222222222
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_25397,For which bank was Nick Leeson working at the time of his criminal dealings?,,Barings Bank.,-6.175039728381878,,True,1,0.0033029513888888887
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_25397,For which bank was Nick Leeson working at the time of his criminal dealings?,,Barings Bank.,-6.175039728381878,,True,1,0.006666666666666667
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_25458,Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,,Bonnie and Clyde.,-5.728153756755024,,True,2,0.001700160015060241
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_25458,Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,,Bonnie and Clyde.,-5.728153756755024,,True,2,0.0031334321661646587
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_25458,Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,,Bonnie and Clyde.,-5.728153756755024,,True,2,0.006666313692269076
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_4354,"When Jim Laker took 19 wickets in the Old Trafford Test Match in 1956, who was the Australian captain?",,The Australian captain was Richie Benaud.,-4.723532094305533,,True,4,0.0024969872007978722
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_4354,"When Jim Laker took 19 wickets in the Old Trafford Test Match in 1956, who was the Australian captain?",,The Australian captain was Richie Benaud.,-4.723532094305533,,True,4,0.004497035682624113
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_4354,"When Jim Laker took 19 wickets in the Old Trafford Test Match in 1956, who was the Australian captain?",,The Australian captain was Richie Benaud.,-4.726759062235663,,True,4,0.008975371232269503
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_5157,By what name was the shipping area Fitzroy known until 2002?,,The shipping area Fitzroy was known as the Port of Fitzroy until 2002.,0.6857860377235784,,False,15,0.0015361398890398551
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_5157,By what name was the shipping area Fitzroy known until 2002?,,The shipping area Fitzroy was known as the Port of Fitzroy until 2002.,0.6079246073029867,,False,15,0.002868923611111111
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_5157,By what name was the shipping area Fitzroy known until 2002?,,The shipping area Fitzroy was known as the Port of Fitzroy until 2002.,0.8148184937211731,,False,15,0.00612456833106884
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_5888,Give a year in the reign of King Stephen.,,1078.,-1.214384883856258,,False,13,0.0009002087162990196
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_5888,Give a year in the reign of King Stephen.,,1078.,-1.2137806690175543,,False,13,0.0016498640471813725
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_5888,Give a year in the reign of King Stephen.,,1078.,-1.0213421610555558,,False,14,0.003342333026960784
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_7154,Which foreign car manufacture has a rams head on its badge?,,Ram Trucks.,-1.2792360367449513,,False,11,0.0015157063802083333
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_7154,Which foreign car manufacture has a rams head on its badge?,,Ram Trucks.,-1.2605063878205272,,False,11,0.0030005458228114477
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_7154,Which foreign car manufacture has a rams head on its badge?,,Ram Trucks.,-1.1935067807564659,,False,11,0.006646872369528619
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_7267,In which classic book does a boy hide in a ship's barrel of apples?,,Treasure Island.,-5.661356787149193,,True,2,0.0019509834155701754
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_7267,In which classic book does a boy hide in a ship's barrel of apples?,,Treasure Island.,-5.661356787149193,,True,2,0.0033978378563596493
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_7267,In which classic book does a boy hide in a ship's barrel of apples?,,Treasure Island.,-5.693309460619491,,True,2,0.00675048828125
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_7459,Richard Joseph Daley was the infamous mayor of which major US City in the 1960's?,,Chicago.,-6.182852361726483,,True,1,0.001209077380952381
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_7459,Richard Joseph Daley was the infamous mayor of which major US City in the 1960's?,,Chicago.,-6.182852361726483,,True,1,0.002375879329004329
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_7459,Richard Joseph Daley was the infamous mayor of which major US City in the 1960's?,,Chicago.,-6.182852361726483,,True,1,0.005174512987012987
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_80,"""Which female, former TV newsreader, was the first presenter of the TV programme, """"Top Gear""""?""",,Angela Rippon.,-5.289186161389158,,True,3,0.0019383990575396826
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_80,"""Which female, former TV newsreader, was the first presenter of the TV programme, """"Top Gear""""?""",,Angela Rippon.,-5.289186161389158,,True,3,0.0035691034226190475
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_80,"""Which female, former TV newsreader, was the first presenter of the TV programme, """"Top Gear""""?""",,Angela Rippon.,-4.688479359416567,,True,4,0.007388354104662698
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,sfq_9852,The former cricket umpire Harold (Dicky) Bird played cricket for Yorkshire and which other county?,,Leicestershire.,-4.407154763986277,,True,5,0.0018806966145833333
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,sfq_9852,The former cricket umpire Harold (Dicky) Bird played cricket for Yorkshire and which other county?,,Leicestershire.,-4.407154763986277,,True,5,0.0035345458984375
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,sfq_9852,The former cricket umpire Harold (Dicky) Bird played cricket for Yorkshire and which other county?,,Leicestershire.,-4.407154763986277,,True,5,0.0069940185546875
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,tb_1129,The flag of which country prominently features 'The Eagle of Saladin' holding a scroll bearing the name of the country in Arabic?,,Egypt.,-4.244895954133002,,True,5,0.0021743656128875967
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,tb_1129,The flag of which country prominently features 'The Eagle of Saladin' holding a scroll bearing the name of the country in Arabic?,,Egypt.,-4.244895954133002,,True,5,0.0038167317708333332
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,tb_1129,The flag of which country prominently features 'The Eagle of Saladin' holding a scroll bearing the name of the country in Arabic?,,Egypt.,-4.244895954133002,,True,5,0.007781651223352714
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,tb_1962,What term was popularized by Nobel Prize-winning Paul Crutzen to replace 'Holocene' epoch on the Geological Time Scale as he felt that the influence of humans on Earth is significant?,,Anthropocene.,-6.173778211197112,,True,1,0.002422948883161512
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,tb_1962,What term was popularized by Nobel Prize-winning Paul Crutzen to replace 'Holocene' epoch on the Geological Time Scale as he felt that the influence of humans on Earth is significant?,,Anthropocene.,-6.173778211197112,,True,1,0.004433123926116838
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,tb_1962,What term was popularized by Nobel Prize-winning Paul Crutzen to replace 'Holocene' epoch on the Geological Time Scale as he felt that the influence of humans on Earth is significant?,,Anthropocene.,-6.173778211197112,,True,1,0.00878235073024055
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,tc_1179,Which Joan's career revived in Whatever Happened to Baby Jane?,,Bette Davis.,-4.79290539713036,,False,4,0.0015565614442567567
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,tc_1179,Which Joan's career revived in Whatever Happened to Baby Jane?,,Bette Davis.,-4.79290539713036,,False,4,0.0027671470298423423
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,tc_1179,Which Joan's career revived in Whatever Happened to Baby Jane?,,Bette Davis.,-4.79290539713036,,False,4,0.005909082911036036
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,tc_1484,"""Which boxer famously said,"""" If I can't beat this bum take my name off the record books?""""""",,Muhammad Ali.,-4.20222399567416,,False,5,0.002251976656626506
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,tc_1484,"""Which boxer famously said,"""" If I can't beat this bum take my name off the record books?""""""",,Muhammad Ali.,-4.171017653846004,,False,5,0.004048420243473895
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,tc_1484,"""Which boxer famously said,"""" If I can't beat this bum take my name off the record books?""""""",,Muhammad Ali.,-4.171017653846004,,False,5,0.007735630020080321
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_1283,"Which war veterna, who died in 2009 had the nickname 'The Last Fighting Tommy'?",,Tommy Hartnett.,-3.4156456119718563,,False,7,0.001444886222718254
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_1283,"Which war veterna, who died in 2009 had the nickname 'The Last Fighting Tommy'?",,Tommy Hartnett.,-3.7337334820353703,,False,6,0.0026905406605113634
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_1283,"Which war veterna, who died in 2009 had the nickname 'The Last Fighting Tommy'?",,Tommy Hartnett.,-3.32639665905572,,False,7,0.005771151455965909
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_2368,Which team recently knocked Manchester City out of this season's Capital One Cup?,,"I'm not aware of the latest information, but I can suggest checking the latest sports news for the most up-to-date information.",1.0352867664376242,,False,18,0.002455587355610561
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_2368,Which team recently knocked Manchester City out of this season's Capital One Cup?,,"I'm not aware of the latest information, but I can suggest checking the latest sports news for the most up-to-date information.",0.8029872403502727,,False,18,0.004379094179553265
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_2368,Which team recently knocked Manchester City out of this season's Capital One Cup?,,I'm not aware of the latest information on the Capital One Cup.,0.993128410494965,,False,19,0.008419747368986255
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_2594,Which film director visited the deepest point on Earth in 2012 ?,,James Cameron.,-5.124687012432466,,True,3,0.0010464303861788618
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_2594,Which film director visited the deepest point on Earth in 2012 ?,,James Cameron.,-5.6932711898495025,,True,2,0.002152804242886179
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_2594,Which film director visited the deepest point on Earth in 2012 ?,,James Cameron.,-5.124687012432466,,True,3,0.004776025787601626
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_2629,"In the fairy tale Thumbelina, what creature wants the miniature girl to marry her son ?",,A toad.,-4.41038996789027,,True,5,0.0020386257252109703
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_2629,"In the fairy tale Thumbelina, what creature wants the miniature girl to marry her son ?",,A toad.,-4.360941505558786,,True,5,0.003546116824894515
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_2629,"In the fairy tale Thumbelina, what creature wants the miniature girl to marry her son ?",,A toad.,-4.360941505558786,,True,5,0.007159192049050633
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_3333,"Which French vessel was the first ocean-going liner to exceed 1,000 feet in length ?",,The Normandie.,-6.184672688948826,,True,1,0.0019572455168776373
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_3333,"Which French vessel was the first ocean-going liner to exceed 1,000 feet in length ?",,The Normandie.,-6.184672688948826,,True,1,0.003506559862869198
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_3333,"Which French vessel was the first ocean-going liner to exceed 1,000 feet in length ?",,The Normandie.,-6.184672688948826,,True,1,0.007058445411392405
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_3414,Name the town in the vicinity of Versailles famous for its hard-paste porcelain.,,Sèvres.,-6.188668628628805,,True,1,0.0018093885281385282
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_3414,Name the town in the vicinity of Versailles famous for its hard-paste porcelain.,,Sèvres.,-6.188668628628805,,True,1,0.0032129329004329005
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_3414,Name the town in the vicinity of Versailles famous for its hard-paste porcelain.,,Sèvres.,-6.188668628628805,,True,1,0.00621871617965368
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_4283,Which national anthem was originally called the 'War Song for the Rhine Army'?,,"""Deutschlandlied"".",-3.6598419156705875,,False,6,0.0018786707668439716
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_4283,Which national anthem was originally called the 'War Song for the Rhine Army'?,,"""Deutschlandlied"".",-3.6472772175303008,,False,6,0.0034198733931737587
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_4283,Which national anthem was originally called the 'War Song for the Rhine Army'?,,"""Deutschlandlied"".",-3.6598419156705875,,False,6,0.007162324080230496
fc_qa820_n100_k20_ds42_gs42_fc01_999,fc_qa820_n100_k20_ds42_gs42_fc01_999,fc,qa820,100.0,20,42,42,True,0.1,99.9,wh_833,"""Which work by Dylan Thomas starts with the words """"To begin at the beginning""""?""",,"""Under Milk Wood.""",-5.244415782237633,,True,3,0.002087089342948718
fc_qa820_n100_k20_ds42_gs42_fc02_998,fc_qa820_n100_k20_ds42_gs42_fc02_998,fc,qa820,100.0,20,42,42,True,0.2,99.8,wh_833,"""Which work by Dylan Thomas starts with the words """"To begin at the beginning""""?""",,"""Under Milk Wood.""",-5.244415782237633,,True,3,0.0036702473958333333
fc_qa820_n100_k20_ds42_gs42_fc05_995,fc_qa820_n100_k20_ds42_gs42_fc05_995,fc,qa820,100.0,20,42,42,True,0.5,99.5,wh_833,"""Which work by Dylan Thomas starts with the words """"To begin at the beginning""""?""",,"""Under Milk Wood.""",-5.244415782237633,,True,3,0.006957590478098291
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_1575,What ancient African nation is (at 2011) the most populated landlocked country of the world?,,Ethiopia.,-4.289299391794157,,True,5,0.005843491152108434
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_172,What would a person normally do with perique?,,Use as a flavoring in cigars.,1.739376281901451,,False,18,0.007711476293103448
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_2017,"In geology, Greywacke is classed as what form of sedimentary rock?",,A conglomerate.,-2.6699476861047815,,False,8,0.007000038296568627
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_2852,"Barra island, Outer Hebrides, has at 2012 the world's only official beach-based what?",,lighthouse.,-2.359773405653767,,False,8,0.007275390625
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_319,How many Oscars did the 1994 film 'Forrest Gump' win?,,Six.,-5.175425967506248,,True,3,0.005731553819444444
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_3376,In 2012 which vast multinational supermarket corporation recorded its first fall in profits since 1994?,,Tesco.,-4.636309484964302,,True,4,0.005374455106431159
fc_qa820_n300_k20_ds42_gs41_fc05_995,fc_qa820_n300_k20_ds42_gs41_fc05_995,fc,qa820,300.0,20,41,42,True,0.5,99.5,bb_3546,(When discovered Jan 2013) the largest known structure in the universe - a large quasar group named 'Huge-LQG' - would take how many years to cross if travelling at the speed of light?,,Approximately 13.4 billion years.,-2.370517289479448,,True,12,0.009606383727477477
